sentence	is_variable	variable	research_data	doc_id	uuid	lang
Thus, analyses should not be limited to the discourse of the elites, but the broad public also should be considered.	0			55534	1e7db366-de65-4eee-90a5-0d2799d385b6	en
Während sich somit in Frankreich, Belgien und den Niederlanden zunehmend bessere Rahmenbedingungen für die Herausbildung einer partnerschaftlichen Arbeitsteilung herausgebildet haben, fördert der institutionelle Kontext in den beiden deutschsprachigen Ländern weiterhin eine traditionelle Form der familialen Arbeitsteilung, die nur bedingt Raum für die Entwicklung einer partnerschaftlichen Rollenverteilung im Haushalt lässt.	1	exploredata-ZA3880_VarV38	ZA3880	21634	82f22438-c277-4445-98cc-6a4448adf88f	de
Research that has tried to make sense of this paradoxical system-justifying outgroup favoritism has suggested that such an effect may be more pronounced when status differences between the disadvantaged and the advantaged are seen as legitimately achieved, and when the system is perceived to be inescapable and durable/stable (Friesen et al., 2019).	1	exploredata-ZA5400_VarV66;exploredata-ZA5400_VarV53	ZA5400	73106	8220c1bb-e5aa-41b6-bfe0-cf239070ad1e	en
Gleichzeitig setzen Elternurlaubsregelungen bzw. spezielle „Vaterschaftsurlaubs“-Angebote einen hohen Anreiz für einen zeitweiligen Erwerbsausstieg von Vätern und deren aktive Beteiligung am Familienleben.	0			21634	d4a3d5c0-ebf5-46fe-8c4b-d5669d368aac	de
Welcher Aspekt in reichen Ländern nun für das höhere Zufriedenheitsniveau verantwortlich ist, kann nicht einwandfrei geklärt werden.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry;exploredata-ZA2637_Varv38	ZA2637;ZA2459	21312	12a6cfc1-dd2f-4e5d-a632-5368b321f06b	de
While the U.S. was traditionally more heterogeneous than Europe, Australia and Canada are much more heterogeneous than Japan – yet public support for the welfare state is significantly lower in Japan than in Australia and Canada.	0			30861	eeacf1af-762a-434e-a678-efb5c86c3f29	en
Age and education have a positive impact on acceptance, whereas gender, social class, and residence have a negative impact on it.	1	exploredata-ZA4233_Varv668;exploredata-ZA4976_Varv481;exploredata-ZA4233_Varv671;exploredata-ZA4976_Varv136;exploredata-ZA4233_Varv670	ZA4233;ZA4976	61806	9ac36732-5a35-4e48-8013-973d8ba361bc	en
In their pioneering studies, they have shown that the dimensions of religious belief, ritual participation, individual devotion (prayer), and religious experience are only weakly correlated with each other (Stark and Glock, 1968).	0			61751	5195ec2e-0fa3-4711-9e9d-869dcc1f0c7a	en
Insgesamt betrachtet sind die Unterschiede zwischen den verschiedenen hier betrachteten Gruppen im Osten größer als im Westen.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Vareastwest	ZA5254	61162	58c5df2e-04b1-4557-b760-be72eca331eb	de
Auf den konkreten Fall übertragen, würde das bedeuten, dass z.B. alle 18- bis 25-jährigen Studentinnen Postmaterialisten wären.	1	exploredata-ZA2601_Varv155;exploredata-ZA4460_VarQ535b_12;exploredata-ZA1919_Varv137;exploredata-ZA3778_Varage;exploredata-ZA4460_Varq532a	ZA4460;ZA2601;ZA1919;ZA3778	12715	8b7f0679-e7d1-4fab-83ef-cbf42ef2cf5b	de
In general, the width of a CI can be determined given the sample size.	0			39802	9fd888b6-f5c5-4185-9089-5369ea599559	en
Auch Böltken und Gehring (1984: 48) und Krebs und Hofrichter (1989: 69) können keinen systematischen Effekt der Itemformulierung erkennen.	0			12715	eabca1c1-6f48-446e-a202-790b85fb1d27	de
Dementsprechend ist der prozentuale Anteil an Bewohnern, die angaben, räumlich weit gestreute Netzwerke zu haben, in der prosperierenden Stadt höher.	0			34546	748b9561-4739-460c-85a9-f27777ff5b99	de
In risk studies, the psychometric paradigm is the dominant approach.	0			61806	f9b71f42-f36f-4c97-a5af-0472b1c33f49	en
In order to have a single variable indexing respondent’s social background, the highest value between mother and father’s status has been considered (see Erikson 1984).	1	exploredata-ZA5890_VarV72;exploredata-ZA5890_VarV70	ZA5890	57227	3ba5088d-6f3f-4c89-812c-8f7e388b40b6	en
Participants were asked “In your opinion, is it very important, fairly important, not very important or not at all important to help people in developing countries?”.	1	exploredata-ZA6644_Varqa1;exploredata-ZA5565_Varqd1	ZA5565;ZA6644	61598	c5f0dfc7-13b2-4b4d-af9e-58734a135e25	en
In the past 15 years, there has been a surge in migration to the affluent democracies.	0			30861	44bc1f45-31b1-467c-b2d1-ffbaebd03081	en
Being the same ethnicity and speaking the same language make class-based solidarity easier and increase the sense of community in people’s minds.	0			30861	6a26f939-e26d-4906-b2ba-c6d12c9801f4	en
Der Stand der Forschung im Bereich Institutseffekte ist nicht sehr fortgeschritten (Büchel 2000: 417f.; Hoffmeyer-Zlotnik 2006: 49; Schnell 1997: 21), was damit zusammenhängt, dass viele wichtige Erhebungsdetails nicht öffentlich zugänglich sind (Schnell 1997: 21) und es auch im GESIS-Datenarchiv nicht viele Datensätze gibt, zu denen eine genaue Dokumentation der Feldarbeit vorliegt (Schnell 1997: 57).	0			12715	e16a0562-f4cf-4746-949e-973171275f27	de
Darüber hinaus lassen sich aber weitere Merkmale identifizieren, die einen maßgeblichen Einfluss darauf haben, ob sich Personen in der einen oder der anderen sozialen Schicht lokalisieren.	0			21642	ea407d87-e6ca-45d5-ba7b-5a41aa628890	de
Befragte, die die Items 1 und 3 nennen, werden als Materialisten bezeichnet; werden die Items 2 und 4 ausgewählt, so handelt es sich bei den Befragten um Postmaterialisten.	0			12715	669eaf72-0c02-4640-b006-fb935eb6b12b	de
Dieses Gefühl der Zufriedenheit sei jedoch immer nur vorübergehend, und sobald ein Ziel erreicht wäre, würden neue Ziele anvisiert.	1	exploredata-ZA2459_Varv19	ZA2459	21312	50d02743-9bf0-43b0-8cbe-b22cf53005e5	de
However, the unfolding debate around the phenomenon now centers on why the disadvantaged would hold such attitudes in the first place.	1	exploredata-ZA5400_VarV66;exploredata-ZA5400_VarV53	ZA5400	73106	b309ce16-860f-4f9b-8de1-4db8203ea673	en
Erstens wurde die Hypothese aufgestellt, dass ein wahrgenommenes Arbeitslosigkeitsrisiko das Aufkommen von Wegzugsabsichten forcieren könnte, vor allem auf angespannten lokalen Arbeitsmärkten, da sich die meisten Lohn- und Gehaltsempfänger vermutlich des Risikos, das die Arbeitslosigkeit für ihren Lebensstandard birgt, bewusst sind.	1	exploredata-ZA4600_VarV212;exploredata-ZA4600_VarV669;unk	ZA4600	34546	06a75dce-ffb6-4425-b74d-580219248298	de
Darüber hinaus erschien uns noch eine Zusammenführung aller Codes sinnvoll, bei denen die Befragten auf die offene Frage mit einer Definition geantwortet haben, in der auf physische Merkmale (z.B. Hautfarbe), Religion oder andere kulturelle Aspekte (z.B. „Kopftuch“) zur Beschreibung der Gruppe Bezug genommen wurde. 	1	exploredata-ZA5254_Varanswer	ZA5254	61162	6e6aeabf-131c-40e8-a43f-ce55ae336bcc	de
Wie stark der Internetanschluss zu Hause von der Höhe des eigenen Einkommens abhängt, veranschaulicht Abbildung 3.	1	exploredata-ZA3762_VarV235	ZA3762	21091	7d2af5b1-cb25-406c-b605-8a28bd70d206	de
On the other hand, 50.0% of the first group opposed nuclear power, whereas 28.3% of the latter group did so.	1	exploredata-ZA4233_Varv664;exploredata-ZA4976_Varv130	ZA4233;ZA4976	61806	7b87a276-c17e-41b8-b36e-76a86d3e0571	en
A possible effect of migration was only apparent in arrival countries, where there was higher support for helping people in developing countries compared to other EU countries.	0			61598	81c787ad-cd2f-400e-ae31-22d756c0cd3c	en
Um die Hypothese zu testen, muss unterstellt werden, dass die Arbeitsweisen der Institute über Zeit und Survey-Serie (weitestgehend) konstant bleiben, da über die einzelnen Arbeitsweisen nicht genügend Informationen vorliegen.	0			12715	d52b11d0-f2e1-486c-9b76-91ca6b178d78	de
Die Kandidaten Barzel im Wahljahr 1972, Strauß 1980 und Kohl 1998 markierten Tiefpunkte der Kandidatenvalenz.	1	exploredata-ZA3160_VarV102;exploredata-ZA2209_VarV44	ZA2209;ZA3160	56981	0ba39189-076c-4092-ab7f-bcc55cd0c723	de
Auf die – erwartungsgemäß teilweise sehr starken – Einflüsse der Kontrollvariablen auf die gemessenen Einstellungen werden wir dabei nicht eingehen.	0			61162	020abd0f-7aaf-486a-9921-3029f5022336	de
Pierre Brechon (2007), for example, distinguishes four dimensions: religious practice, belief in God, religious feelings, and trust in churches.	0			61751	aa043417-19ef-4c11-80f0-3500d2ee5daf	en
Other scholars, however, have demonstrated that the correlations between different dimensions of religiousness are rather strong (on average above 0.50) and thus argue that religiousness should be considered a one-dimensional construct (a detailed review of these studies can be found in Huber, 2003).	0			61751	f643f78f-1347-4663-84df-f5b7a1771047	en
Empirically the variables used for studying the relationships of the OED triangle are parental social background, which is obtained from father’s and mother’s occupation (variables V70 and V72 respectively); respondent’s occupation at time of survey (variable ISCO88) and respondent’s education as measured by years of schooling (variable EDUYRS).	1	exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarISCO88;exploredata-ZA5890_VarV72;exploredata-ZA5890_VarV70	ZA5890	57227	970e8cea-d25e-4826-8427-a0d1fdaecf9a	en
Cross-sectional and panel analyses at the level of individuals have identified a number of personal, occupational and firm characteristics as well as attitudinal and social variables that are associated with union membership.	0			35933	a6a6ff7f-618b-4022-a5e4-11dc4b18c848	en
To reduce the chance of potential last minute swings, only pre-election polls with a sufficiently small temporal distance between poll and election were used.	1	exploredata-ZA4600_VarV534	ZA4600	39802	f035cde0-3157-4341-9b36-c1aa0bbd9fc9	en
Immerhin 11% der Befragten kam keinerlei andere Gruppe in den Sinn, im Westen war das nur bei 6% der Befragten der Fall.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Vareastwest	ZA5254	61162	17562fc9-ce16-4a87-bec7-8b0c93ca5f23	de
Mit dem ALLBUS 2004 ist es zusätzlich möglich, Informationen getrennt nach Einkommen, Bildung, Region oder im Zusammenhang mit bestimmten Einstellungen zu untersuchen.	1	exploredata-ZA3762_VarV473	ZA3762	21091	3bb6507e-4714-49e9-98b7-7e46af7eb769	de
Da ALLBUS und Wohlfahrtssurvey sowohl mehr Wert auf die Methodik im Allgemeinen als auch auf das mögliche Erreichen aller Befragten im Speziellen legen, steht zu vermuten, dass in beiden Serien mehr Personen aus der Gruppe der schwer Erreichbaren befragt werden als bei den Eurobarometer-Untersuchungen.	0			12715	f05f71a8-9d80-4042-b958-733f89806f3d	de
Stärker sind die Unterschiede zwischen Menschen mit unterschiedlicher politischer Selbsteinstufung jedoch in Hinblick auf die „Europäer“.	1	unk;exploredata-ZA5254_Varanswer	ZA5254	61162	46e7e014-aae7-4cd7-b6f4-b37c87aa628b	de
In his book Why Americans Hate Welfare, Martin Gilens argues that Americans view welfare as rewarding the undeserving poor, Blacks as lazy and undeserving, and Blacks as the primary beneficiaries of welfare.	0			30861	add8dda9-8a6a-4ba0-87d9-e4d47f17bb70	en
Elsewhere in the social psychological literature, research has documented a similar orientation amongst society’s disadvantaged: the tendency to attribute more positive stereotypes/traits to privileged members of society, and often at the expense of their own group (the so-called “outgroup favoritism effect” Cichocka et al., 2015; Hoffarth and Jost, 2017; Samson, 2018).	1	exploredata-ZA5400_VarV66;exploredata-ZA5400_VarV53	ZA5400	73106	9e0380ab-d281-4e1e-aa75-ac3c7dd35936	en
Here too one can speak of a substantial difference between the current state of affairs and the ideal-typical situation in which parental background gradually loses its influence over offspring’s education, which in turn becomes a means to foster social openness.	1	exploredata-ZA5890_VarFDEGREE;exploredata-ZA5890_VarV72;exploredata-ZA5890_VarV70;exploredata-ZA5890_VarSEX;exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarISCO88	ZA5890	57227	e8cbed21-3e67-457c-beda-ebdeb8f57015	en
For the United States and South Korea, the fit coefficients are at the borderline of an acceptable fit (which is 0.08 for RMSEA and 0.97 for CFI).	0			61751	3d25cdcb-8328-4f41-a2bc-b42a6f4dc651	en
Dies hat die Gelegenheiten zu Kontakten nachhaltig verändert.	0			51380	a536ea9a-5838-440f-9c6c-083485391871	de
Die Rahmenbedingungen für die Realisierung eines neuen Vatermodells erscheinen somit in den skandinavischen Ländern als ausgesprochen günstig.	0			21634	67401805-2169-4754-bfdf-d138c9aadab9	de
Andernorts bessere Chancen zu sehen als am Wohnort, geht erwartungsgemäß Hand in Hand mit der Bildung von Migrationsabsichten und mit dem tatsächlichen Wegzug (vgl. mit „Total“am Ende von Tab. 1).	1	exploredata-ZA4600_VarV669;exploredata-ZA4600_VarV375	ZA4600	34546	d318ac96-18f6-4901-a444-c5dbc11ed8c9	de
Tabelle 3 stellt dar, welche Effekte diese Variablen in den verschiedenen Ländern haben, wobei die Länder nach zunehmender Bedeutung der wirtschaftlichen Faktoren geordnet sind.	1	exploredata-ZA3693_Varv42	ZA3693	21372	f58b9233-270d-4273-8ab2-6e0acfd854e2	de
Deren Vorurteile werden durch Verwendung des Indikators Sozialsystem bei Semyonov et al. (2006) überschätzt.	1	exploredata-ZA3296_Varv270;exploredata-ZA3296_Varv277;exploredata-ZA3296_Varv282	ZA3296	20515	008e1e83-05e7-40f2-a5d1-537ec43f80db	de
Due to the increasing cultural diversity of the participating countries, it became more and more difficult to develop questionnaires that were adequate for all cultural areas.	0			61751	746372b0-a24d-46ec-944a-c93bda6120ad	en
Dass dies nicht nur eine theoretische Möglichkeit ist, sondern von den Interviewern auch sehr wahrscheinlich genutzt wird, hat Hoffmeyer-Zlotnik (2006) gezeigt.	0			12715	8aba7062-4045-4f56-8c82-db15a9e21897	de
Daneben wird die individuelle Lebenszufriedenheit auch anhand von sich wandelnden Anspruchsniveaus erklärt.	1	exploredata-ZA2459_Varv19	ZA2459	21312	2055376a-0fe5-4669-b950-c21277f2c476	de
In Westernized, post-industrial countries it is common wisdom that social strata should be occupied based on merit.	0			57227	7a70a99b-0f95-422d-977c-34d3dbc07b25	en
Auch in den anderen Ländern mit niedrigen Arbeitsplatzverlustraten und niedrigen Wiederbeschäftigungschancen (z.B. der Slowakei und Belgien) ist der Anteil der Arbeitnehmer, die wenige Schwierigkeiten erwarten, vergleichsweise hoch (43% – 56%).	1	exploredata-ZA5566_Varqa9	ZA5566	37769	1400f9e0-fbf3-4d91-8d0b-13fff4f8b442	de
The second scale includes belief in reincarnation, belief in Nirvana, and ancestor belief and will be called “eastern beliefs.”	1	exploredata-ZA4950_VarV39;exploredata-ZA4950_VarV41;exploredata-ZA4950_VarV40	ZA4950	61751	8c796deb-e252-41fc-9b8c-29a1161dcacd	en
Haushaltsexterne Aufgaben (etwa das Erledigen von Einkäufen) oder die Versorgung kranker Familienmitglieder werden ebenfalls kaum ausschließlich von Vätern übernommen, allerdings werden diese Aufgaben stärker zwischen den Ehepartnern aufgeteilt.	1	exploredata-ZA2620_VarV54;exploredata-ZA2620_VarV53	ZA2620	21634	feae0abf-4262-4f08-99d1-c77b4abea02f	de
Daher gilt folgende Hypothese 2: Frauen besitzen modernere Einstellungen zur Müttererwerbstätigkeit als Männer (H2).	0			39445	b1dd6b50-f105-4291-a479-ba9450fb8b9a	de
Aber auch sein fünfmaliger Nachfolger Kohl bis 1998 und Stoiber 2002 als Kanzlerkandidaten der Union werden etwas rechter eingeschätzt als ihre Partei.	1	exploredata-ZA5431_VarV350;unk;exploredata-ZA5431_VarV352;exploredata-ZA5431_VarV351;exploredata-ZA5431_VarV349;exploredata-ZA5431_VarV347;exploredata-ZA5431_VarV348	ZA5431	56981	ae203cad-53ae-483c-ba5e-29c7445d2a2a	de
This measure was obtained by adding together two separate sources of data, reflecting the content of the dependent attitude variable: (i) the share of private funding as a percentage of total spending on education (see also Busemeyer 2013), and (ii) the share of private, out-of-pocket payments as a percentage of total health expenditure (see also Wendt et al. 2010).	0			57506	823a2070-a783-49ff-adb1-4720009bde5c	en
Ominously, they predict: “As Europe has become more diverse, Europeans have increasingly been susceptible to exactly the same form of racist, anti-welfare demagoguery that worked so well in the United States.	0			30861	9b925edf-fecf-406d-a83c-4566a3b6b943	en
